iso8601_utc, UID, batch, measurement_number, decimal_hour, gain, integration_time_ms, wavelength_nm, irradiance_uw.per.cm.sq_factory_cal, irradiance.uncertainty_uw.per.cm.sq_factory_cal, raw_counts, detector_chip_number, detector_chip_temperature_C, battery_voltage, battery_percentage
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 410, 0.0, 0.0, 0, 3, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 435, 0.949248, 0.11391, 1, 3, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 460, 1.83319, 0.219982, 2, 3, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 485, 0.872371, 0.104685, 1, 3, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 510, 1.50365, 0.180438, 2, 3, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 535, 2.12867, 0.25544, 3, 3, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 560, 2.54479, 0.305374, 5, 2, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 585, 2.45735, 0.294882, 5, 2, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 610, 4.56796, 0.548155, 4, 1, 24, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 645, 1.22831, 0.147397, 3, 2, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 680, 1.05483, 0.12658, 1, 1, 24, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 705, 0.400342, 0.048041, 1, 2, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 730, 1.61834, 0.1942, 2, 1, 24, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 760, 1.68631, 0.202357, 2, 1, 24, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 810, 1.78585, 0.214301, 2, 1, 24, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 860, 5.72808, 0.687369, 5, 1, 24, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 900, 1.23905, 0.148686, 2, 2, 23, 4.02875, 81.4
20250806T031506Z, 3860, 1, 0, 3.25167, 16, 168, 940, 0.0, 0.0, 0, 2, 23, 4.02875, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 410, 0.0, 0.0, 0, 3, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 435, 0.949248, 0.11391, 1, 3, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 460, 1.83319, 0.219982, 2, 3, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 485, 0.872371, 0.104685, 1, 3, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 510, 1.50365, 0.180438, 2, 3, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 535, 2.12867, 0.25544, 3, 3, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 560, 2.54479, 0.305374, 5, 2, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 585, 2.45735, 0.294882, 5, 2, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 610, 4.56796, 0.548155, 4, 1, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 645, 1.22831, 0.147397, 3, 2, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 680, 1.05483, 0.12658, 1, 1, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 705, 0.400342, 0.048041, 1, 2, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 730, 1.61834, 0.1942, 2, 1, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 760, 1.68631, 0.202357, 2, 1, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 810, 1.78585, 0.214301, 2, 1, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 860, 5.72808, 0.687369, 5, 1, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 900, 1.23905, 0.148686, 2, 2, 24, 4.0325, 81.4
20250806T031507Z, 3860, 1, 1, 3.25194, 16, 168, 940, 0.0, 0.0, 0, 2, 24, 4.0325, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 410, 0.0, 0.0, 0, 3, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 435, 0.949248, 0.11391, 1, 3, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 460, 1.83319, 0.219982, 2, 3, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 485, 0.872371, 0.104685, 1, 3, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 510, 1.50365, 0.180438, 2, 3, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 535, 2.12867, 0.25544, 3, 3, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 560, 2.54479, 0.305374, 5, 2, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 585, 2.45735, 0.294882, 5, 2, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 610, 4.56796, 0.548155, 4, 1, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 645, 1.22831, 0.147397, 3, 2, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 680, 1.05483, 0.12658, 1, 1, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 705, 0.400342, 0.048041, 1, 2, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 730, 1.61834, 0.1942, 2, 1, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 760, 1.68631, 0.202357, 2, 1, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 810, 1.78585, 0.214301, 2, 1, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 860, 5.72808, 0.687369, 5, 1, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 900, 1.23905, 0.148686, 2, 2, 24, 4.03, 81.4
20250806T031508Z, 3860, 1, 2, 3.25222, 16, 168, 940, 0.0, 0.0, 0, 2, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 410, 0.0, 0.0, 0, 3, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 435, 0.949248, 0.11391, 1, 3, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 460, 1.83319, 0.219982, 2, 3, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 485, 0.872371, 0.104685, 1, 3, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 510, 1.50365, 0.180438, 2, 3, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 535, 2.12867, 0.25544, 3, 3, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 560, 2.54479, 0.305374, 5, 2, 23, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 585, 2.45735, 0.294882, 5, 2, 23, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 610, 4.56796, 0.548155, 4, 1, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 645, 1.22831, 0.147397, 3, 2, 23, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 680, 1.05483, 0.12658, 1, 1, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 705, 0.400342, 0.048041, 1, 2, 23, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 730, 1.61834, 0.1942, 2, 1, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 760, 1.68631, 0.202357, 2, 1, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 810, 1.78585, 0.214301, 2, 1, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 860, 5.72808, 0.687369, 5, 1, 24, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 900, 1.23905, 0.148686, 2, 2, 23, 4.03, 81.4
20250806T031512Z, 3860, 2, 0, 3.25333, 16, 168, 940, 0.0, 0.0, 0, 2, 23, 4.03, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 410, 0.0, 0.0, 0, 3, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 435, 0.949248, 0.11391, 1, 3, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 460, 4.58296, 0.549956, 2, 3, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 485, 0.872371, 0.104685, 1, 3, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 510, 1.50365, 0.180438, 2, 3, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 535, 2.12867, 0.25544, 4, 3, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 560, 2.54479, 0.305374, 5, 2, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 585, 1.96588, 0.235906, 5, 2, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 610, 4.56796, 0.548155, 4, 1, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 645, 1.22831, 0.147397, 3, 2, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 680, 1.05483, 0.12658, 1, 1, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 705, 0.400342, 0.048041, 1, 2, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 730, 1.61834, 0.1942, 2, 1, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 760, 1.68631, 0.202357, 2, 1, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 810, 1.78585, 0.214301, 2, 1, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 860, 5.72808, 0.687369, 5, 1, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 900, 1.23905, 0.148686, 2, 2, 24, 4.0275, 81.4
20250806T031513Z, 3860, 2, 1, 3.25361, 16, 168, 940, 0.0, 0.0, 0, 2, 24, 4.0275, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 410, 0.0, 0.0, 0, 3, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 435, 0.0, 0.0, 0, 3, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 460, 0.916593, 0.109991, 1, 3, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 485, 0.872371, 0.104685, 1, 3, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 510, 0.751823, 0.0902188, 0, 3, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 535, 3.54778, 0.425733, 2, 3, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 560, 2.03583, 0.244299, 4, 2, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 585, 1.96588, 0.235906, 4, 2, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 610, 3.42597, 0.411117, 3, 1, 24, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 645, 0.818872, 0.0982647, 2, 2, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 680, 1.05483, 0.12658, 1, 1, 24, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 705, 0.400342, 0.048041, 1, 2, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 730, 1.61834, 0.1942, 2, 1, 24, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 760, 1.68631, 0.202357, 2, 1, 24, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 810, 0.892923, 0.107151, 2, 1, 24, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 860, 5.72808, 0.687369, 5, 1, 24, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 900, 1.23905, 0.148686, 2, 2, 23, 4.025, 81.4
20250806T031514Z, 3860, 2, 2, 3.25389, 16, 168, 940, 0.0, 0.0, 0, 2, 23, 4.025, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 410, 8.68029, 1.04163, 10, 3, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 435, 3.79699, 0.455639, 4, 3, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 460, 10.0825, 1.2099, 11, 3, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 485, 6.1066, 0.732792, 6, 3, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 510, 6.76641, 0.811969, 9, 3, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 535, 8.51466, 1.02176, 12, 3, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 560, 9.67019, 1.16042, 18, 2, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 585, 9.33793, 1.12055, 18, 2, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 610, 20.5558, 2.4667, 19, 1, 27, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 645, 4.91323, 0.589588, 12, 2, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 680, 7.38381, 0.886056, 7, 1, 27, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 705, 2.00171, 0.240205, 5, 2, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 730, 4.04584, 0.4855, 5, 1, 27, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 760, 3.37261, 0.404713, 4, 1, 27, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 810, 3.57169, 0.428603, 3, 1, 27, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 860, 18.3299, 2.19958, 13, 1, 27, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 900, 1.85858, 0.223029, 3, 2, 25, 4.0, 81.4
20250806T031606Z, 3860, 3, 0, 3.26833, 16, 168, 940, 1.80938, 0.217126, 2, 2, 25, 4.0, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 410, 9.4694, 1.13633, 11, 3, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 435, 4.74624, 0.569549, 4, 3, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 460, 10.0825, 1.2099, 11, 3, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 485, 4.36186, 0.523423, 6, 3, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 510, 6.01459, 0.72175, 8, 3, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 535, 8.51466, 1.02176, 12, 3, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 560, 8.65227, 1.03827, 18, 2, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 585, 7.37205, 0.884646, 18, 2, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 610, 20.5558, 2.4667, 18, 1, 27, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 645, 4.09436, 0.491323, 12, 2, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 680, 7.38381, 0.886056, 7, 1, 27, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 705, 2.00171, 0.240205, 5, 2, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 730, 4.04584, 0.4855, 5, 1, 27, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 760, 3.37261, 0.404713, 4, 1, 27, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 810, 3.57169, 0.428603, 4, 1, 27, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 860, 14.893, 1.78716, 14, 1, 27, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 900, 1.85858, 0.223029, 3, 2, 25, 3.99625, 81.4
20250806T031607Z, 3860, 3, 1, 3.26861, 16, 168, 940, 1.80938, 0.217126, 2, 2, 25, 3.99625, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 410, 10.2585, 1.23102, 13, 3, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 435, 4.74624, 0.569549, 5, 3, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 460, 10.0825, 1.2099, 11, 3, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 485, 4.36186, 0.523423, 5, 3, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 510, 5.26276, 0.631531, 8, 3, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 535, 8.51466, 1.02176, 12, 3, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 560, 7.1254, 0.855048, 14, 2, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 585, 6.88058, 0.825669, 14, 2, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 610, 13.7039, 1.64447, 12, 1, 28, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 645, 3.68493, 0.442191, 10, 2, 25, 4.0, 81.4
20250806T031608Z, 3860, 3, 2, 3.26889, 16, 168, 680, 6.32898, 0.759477, 6, 1, 28, 4.0, 81.4
